Tipo,Descripcion_alimento,Type_EN,Food_description_EN,Nombre_cientifico,Porcion_comestible_pct,Energia_kJ,Energia_kcal,Humedad_g,Cenizas_g,Extracto_etereo_g,AGS_g,AGMI_g,AGPI_g,Colesterol_mg,Proteina_bruta_g,Hidratos_carbono_g,Azucares_g,Fibra_bruta_g,Fibra_DT_g,Fibra_D_Insol_g,Ca_mg,P_mg,Fe_mg,Na_mg,K_mg,Mg_mg,Cu_mg,Zn_mg,Mn_mg,Se_mg,Li_mg,VitA_UI,VitA_ug_RAE,Carotenos_mg,Bcarotenos_mg,VitB1_mg,VitB2_mg,Niacina_mg,Ac_ascorbico_mg,VitB6_mg,VitB12_ug,Acido_folico_ug,Folato_ug_DFE,VitD_ug
OTRAS SEMILLAS,Amaranto barra energética,MISCELLANEOUS SEEDS,Amarant energetic bar,,1.00,2095.32,494.62,5.40,2.15,27.26,*,*,*,*,9.95,52.37,*,2.87,*,*,95.98,173.52,4.59,25.74,502.73,190.31,0.00,2.36,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto barra tio alegría,MISCELLANEOUS SEEDS,Amarant aeria amarant can bar,,1.00,1653.00,395.00,4.65,1.29,3.68,*,*,*,*,8.00,80.80,*,1.58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto barrita con chocolate,MISCELLANEOUS SEEDS,Amarant ma bar it cocoate,,1.00,1625.00,389.00,4.30,1.10,3.30,*,*,*,*,5.10,84.30,*,1.90,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto barrita con chocolate y nuez,MISCELLANEOUS SEEDS,Amarant ma bar it chocolate and nuts,,1.00,1664.00,398.00,5.50,1.30,10.00,*,*,*,*,9.60,69.00,*,4.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto botana etria en orma e crrito,MISCELLANEOUS SEEDS,Amarant etre nac,,1.00,2042.21,481.99,4.50,3.72,24.99,*,*,*,*,10.33,53.94,*,2.52,*,*,76.05,*,8.48,905.85,337.15,146.62,0.00,2.29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto cerea con mie acar,MISCELLANEOUS SEEDS,Amarant it one and sugar,Amarant crent,1.00,1671.00,397.00,2.00,1.35,4.65,*,*,*,*,7.70,81.05,*,3.25,*,*,101.12,*,3.60,34.24,340.60,*,*,3.60,*,*,*,13270.67,*,*,*,0.05,0.50,5.74,8.47,*,*,*,*,*
OTRAS SEMILLAS,"Amaranto cerea ara ea- no, hojuela con chocolate",MISCELLANEOUS SEEDS,Amarant breaat cerea it cocoate,,1.00,1978.04,466.64,3.00,2.46,17.66,*,*,*,*,7.97,68.90,*,0.00,*,*,201.36,*,4.70,630.16,326.20,41.39,0.00,2.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto con cacaate y pepita,MISCELLANEOUS SEEDS,Amarant it eant an min ee,,1.00,1949.30,468.40,3.70,1.50,18.40,*,*,*,*,12.80,62.90,*,0.70,*,*,*,*,*,30.31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto con cocoate,MISCELLANEOUS SEEDS,Amarant it cocoate,,1.00,2016.00,476.00,1.40,1.44,26.03,*,*,*,*,6.57,68.86,*,3.40,*,*,130.03,229.98,4.44,8.13,458.33,116.00,0.18,2.21,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto con moa,MISCELLANEOUS SEEDS,Amarant it mocca,,1.00,1555.10,366.13,8.78,2.14,3.81,*,*,*,*,14.52,68.44,*,2.31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto con aomita e maí,MISCELLANEOUS SEEDS,Amarant it ocorn,,1.00,1805.01,425.37,5.20,1.29,11.25,*,*,*,*,5.80,75.23,*,1.23,*,*,35.02,101.23,0.00,0.00,232.82,55.53,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto en ce barra,MISCELLANEOUS SEEDS,Amarant aeria amarant can bar,,1.00,1647.80,388.00,6.00,1.40,4.80,*,*,*,*,7.80,78.40,*,1.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto aeta,MISCELLANEOUS SEEDS,Amarant cooie,,1.00,1989.00,472.00,3.10,1.43,21.47,*,*,*,*,9.63,62.13,*,0.22,*,*,86.72,170.59,4.88,203.41,199.86,62.59,0.00,0.96,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto rano,MISCELLANEOUS SEEDS,Amarant ee,Amarant ioconriac U A M/ Amarant caat/Amarant crent,1.00,1540.00,366.00,9.00,2.69,6.13,1.46,1.69,2.78,0.00,13.38,65.50,1.69,2.94,6.70,*,174.75,572.67,19.00,0.00,537.98,281.47,0.00,2.55,3.00,*,*,2.00,0.00,*,*,0.12,0.20,0.92,4.02,0.59,0.00,0.00,82.00,0.00
OTRAS SEMILLAS,Amaranto rano,MISCELLANEOUS SEEDS,Amarant ee,,1.00,1552.11,365.34,8.10,1.77,2.34,0.66,1.69,2.78,0.00,7.11,78.96,12.17,1.72,6.70,*,159.00,557.00,7.61,37.71,508.00,248.00,0.53,2.87,3.33,18.70,*,2.00,0.00,*,*,0.12,0.20,0.92,4.20,0.59,0.00,0.00,82.00,0.00
OTRAS SEMILLAS,Amaranto ranoa,MISCELLANEOUS SEEDS,Amarant ranoa,,1.00,2218.85,530.83,3.10,1.99,23.53,4.06,9.53,9.22,0.00,14.27,55.93,17.08,1.18,9.00,*,*,456.00,4.23,25.00,540.00,175.00,*,4.03,*,*,*,19.00,1.00,*,*,0.74,0.29,2.14,1.20,0.29,0.00,0.00,82.00,0.00
OTRAS SEMILLAS,Amaranto arina erminaa,MISCELLANEOUS SEEDS,Amarant erminate or,Amarant crent,1.00,1456.00,348.00,11.80,2.70,6.20,*,*,*,*,18.30,57.30,*,3.70,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto arina integral,MISCELLANEOUS SEEDS,Amarant oe or,Amarant crent,1.00,1913.00,369.00,8.70,2.50,6.60,*,*,*,*,14.50,64.70,*,3.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto arina reventada,MISCELLANEOUS SEEDS,Amarant brt or,Amarant crent,1.00,1606.00,384.00,4.20,3.00,6.70,*,*,*,*,14.80,68.10,*,3.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto oa,MISCELLANEOUS SEEDS,Amarant ea,Amarant ioconriac,,254.19,59.86,79.70,4.06,0.86,0.09,0.08,0.15,0.00,5.57,7.46,*,2.35,*,*,890.12,50.00,7.78,7.04,331.61,209.69,0.00,0.00,*,*,*,2917.00,146.00,*,*,0.03,0.16,0.66,43.30,0.19,0.00,*,85.00,0.00
OTRAS SEMILLAS,Amaranto maaan con cacahuate,MISCELLANEOUS SEEDS,Amarant marian it eant,,1.00,2166.13,511.47,2.10,5.63,30.47,*,*,*,*,19.43,39.88,*,2.49,*,*,1602.83,*,0.00,7.34,428.45,147.89,0.00,1.99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto obea,MISCELLANEOUS SEEDS,Amarant aer,,1.00,1610.83,379.03,2.90,0.89,0.19,0.06,0.05,0.09,*,9.67,84.66,20.49,1.69,*,*,14.20,*,9.21,165.49,165.85,20.92,0.00,0.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto obea,MISCELLANEOUS SEEDS,Amarant aer,,,1770.00,423.00,2.60,1.79,0.69,*,*,*,*,10.45,84.47,12.67,0.00,4.53,*,*,*,*,288.70,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto aaneta,MISCELLANEOUS SEEDS,Amarant britte,Amarant crent,1.00,1669.00,398.00,3.00,1.61,11.20,*,*,*,*,9.38,75.73,*,2.43,*,*,88.32,245.66,5.87,11.66,383.71,153.92,0.34,1.99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto eitoria,MISCELLANEOUS SEEDS,Amarant can it min seeds and pilloncillo,,1.00,1076.11,401.76,4.30,1.19,5.48,*,*,*,*,9.93,78.18,*,0.92,*,*,40.32,211.52,5.41,81.51,273.06,103.27,0.00,1.51,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto an,MISCELLANEOUS SEEDS,Amarant eet brea,,1.00,1725.11,407.11,22.60,1.02,20.43,*,*,*,*,8.90,46.91,*,0.14,*,*,58.60,179.30,4.26,110.20,87.12,46.19,0.00,1.16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto an con fruta seca,MISCELLANEOUS SEEDS,Amarant eet brea it rie rit,,1.00,1548.00,370.00,25.00,3.10,20.60,*,*,*,*,7.90,41.90,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto oo ara mateaa con amaranto abor cocoate,MISCELLANEOUS SEEDS,Amarant amarantbae ae oer cocoate aore,,1.00,1703.00,407.00,2.39,2.20,5.28,*,*,*,*,8.72,79.78,*,1.63,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto roceao,MISCELLANEOUS SEEDS,Amarant rocee,Amarant caat,1.00,1602.00,383.00,3.00,2.90,4.40,*,*,*,*,10.90,74.90,*,3.90,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto reentao a 100%,MISCELLANEOUS SEEDS,Amarant brt,,1.00,1747.87,411.73,0.90,2.80,7.93,*,*,*,*,13.74,71.35,*,3.27,*,*,144.54,587.35,8.60,0.00,542.82,287.72,0.00,3.95,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Amaranto oo,MISCELLANEOUS SEEDS,Amarant ain,,1.00,1805.00,425.40,3.00,2.50,11.80,*,*,*,*,16.60,63.20,*,2.90,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, atole de chocolate",MISCELLANEOUS SEEDS,"Cacao, chocolate gruel",,1.00,332.00,79.00,80.20,0.30,0.86,*,*,*,*,4.25,14.10,*,0.29,*,*,11.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.00,0.02,0.06,0.18,0.00,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, chocolate",MISCELLANEOUS SEEDS,"Cacao, chocolate",,1.00,1519.00,363.00,5.30,5.60,2.20,*,*,*,*,72.80,14.00,*,1.10,15.00,*,63.00,287.00,3.20,19.00,397.00,100.00,1.40,1.90,0.92,0.00,*,*,*,*,*,*,*,*,*,50.00,*,10.00,*,*
OTRAS SEMILLAS,"Cacao, chocolate en barra",MISCELLANEOUS SEEDS,"Cacao, chocolate bar",,1.00,1628.00,389.00,1.10,2.80,24.10,*,*,*,*,6.05,76.00,*,2.10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, chocolate en polvo",MISCELLANEOUS SEEDS,Cacao oere chocolate,,1.00,1541.00,368.00,1.00,6.50,3.40,2.38,1.33,0.11,1.00,6.50,77.70,*,1.30,3.60,*,949.00,971.00,5.65,16.25,712.00,83.00,*,1.46,*,*,*,*,1.00,*,*,1.57,1.53,2.71,0.00,0.11,0.38,0.00,0.00,*
OTRAS SEMILLAS,"Cacao, chocolate en polvo con soya",MISCELLANEOUS SEEDS,Cacao oere cocoate it obean,,1.00,2167.00,518.00,1.40,1.70,26.60,*,*,*,*,8.10,61.60,*,0.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, chocolate en polvo con itamina minerae",MISCELLANEOUS SEEDS,Cacao cocoa oer it itamin an minera,,1.00,1714.00,403.00,0.80,1.00,2.55,*,*,*,*,2.55,92.56,54.20,0.55,2.35,*,72.46,*,10.99,95.99,289.09,77.17,0.61,0.94,*,*,*,0.00,*,*,*,0.24,1.05,*,0.00,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, chocolate sin acar amaro",MISCELLANEOUS SEEDS,"Cacao, bitter chocolate itot ar",Teobroma cacao L,1.00,2171.00,519.00,3.20,3.70,38.70,*,*,*,*,11.84,36.24,*,4.36,15.00,*,134.00,15.00,4.30,19.00,397.00,100.00,1.40,1.90,0.92,0.00,*,*,*,*,*,0.16,0.09,2.12,*,50.00,*,10.00,*,*
OTRAS SEMILLAS,"Cacao, cocoa (parte raa e cacao",MISCELLANEOUS SEEDS,"Cacao, cocoa (fat portion o cacao",Teobroma cacao L/ere,1.00,1350.00,323.00,6.69,6.16,4.69,*,*,*,*,22.93,51.98,*,11.88,*,*,372.00,471.00,*,*,*,*,*,*,*,*,*,*,,*,0.00,0.04,0.22,0.26,*,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, cocoa en polvo",MISCELLANEOUS SEEDS,Cacao oere cocoa,Teobroma cacao L,1.00,1301.00,311.00,7.40,7.30,5.20,8.07,4.57,0.44,0.00,19.80,46.30,*,14.00,33.20,*,128.00,734.00,13.86,21.00,1524.00,499.00,3.80,6.81,2.50,*,*,*,0.00,*,*,0.08,0.24,2.18,0.00,0.12,0.00,0.00,32.00,*
OTRAS SEMILLAS,"Cacao, criollo con cáscara",MISCELLANEOUS SEEDS,Cacao creoe it,Teobroma cacao L,0.90,2308.00,551.00,3.60,3.00,47.00,*,*,*,*,15.00,26.10,*,5.30,*,*,134.00,538.00,*,*,*,*,*,*,*,*,*,*,*,*,*,0.11,0.10,3.00,*,*,*,*,*,*
OTRAS SEMILLAS,"Cacao, criollo sin cáscara",MISCELLANEOUS SEEDS,"Cacao, creole dehulled",Teobroma cacao L,1.00,2325.00,556.00,4.60,4.30,49.50,*,*,*,*,16.00,21.10,*,4.50,*,*,85.00,*,3.14,*,*,*,*,*,*,*,*,*,*,*,*,0.27,0.11,0.62,*,*,*,*,*,*
OTRAS SEMILLAS,Cacao meca eirataa para bebida,MISCELLANEOUS SEEDS,"Cacao, dry blend for beverage",,1.00,1171.00,280.00,1.43,2.72,3.89,*,*,*,*,8.74,80.31,*,1.42,*,*,29.44,127.74,20.67,13.13,318.78,52.63,0.00,8.88,*,*,*,*,*,*,*,*,1.66,19.30,*,*,*,*,*,*
OTRAS SEMILLAS,Cacao pataste,MISCELLANEOUS SEEDS,Cacao pataste,Teobroma bicoor mb et on,0.90,1552.00,371.00,10.70,0.90,4.17,*,*,*,*,1.81,81.04,*,1.38,*,*,249.00,74.00,1.60,*,*,*,*,*,*,*,*,*,*,*,0.00,0.03,0.09,0.84,*,*,*,*,*,*
OTRAS SEMILLAS,Café,MISCELLANEOUS SEEDS,Coffee,Coffea arabica L.,,1498.00,358.00,6.00,3.90,12.00,*,*,*,*,12.50,52.60,*,25.50,*,*,98.00,156.00,23.00,2.40,1860.00,220.00,*,*,*,0.00,*,*,*,*,*,0.02,0.00,1.13,*,0.14,*,20.00,*,*
OTRAS SEMILLAS,"Café, con azúcar",MISCELLANEOUS SEEDS,Coee it ar,,1.00,1456.00,348.00,1.10,3.80,11.30,*,*,*,*,11.90,49.60,*,22.30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Ca e atra totao mo- io con acar carameiaa,MISCELLANEOUS SEEDS,Coee i atiteron rote an ron it carameie ar,,1.00,1258.00,306.60,4.50,8.80,10.60,25.13,1.71,0.58,0.00,10.90,41.90,*,23.30,0.50,*,18.00,135.00,0.06,0.00,909.00,2.00,*,0.02,*,*,*,14.00,1.00,*,*,0.00,0.00,0.19,0.00,0.00,0.00,*,1.00,0.00
OTRAS SEMILLAS,"Café, puro",MISCELLANEOUS SEEDS,"Coffee, pure",,1.00,1410.00,337.00,1.30,4.10,15.10,*,*,*,*,15.80,34.50,*,29.20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Café, soluble",MISCELLANEOUS SEEDS,"Coffee, soluble",,1.00,1565.00,374.00,1.00,5.80,0.18,0.20,0.04,0.20,0.00,10.10,82.92,0.00,0.00,0.00,*,147.00,202.00,7.15,37.00,3535.00,327.00,0.14,0.35,1.71,0.01,*,0.00,0.00,*,0.00,0.01,0.07,35.00,0.00,0.03,0.00,0.00,0.00,0.00
OTRAS SEMILLAS,"Café, tostado",MISCELLANEOUS SEEDS,"Coffee, roasted",Coffea arabica L.,1.00,1389.00,332.00,3.20,5.10,14.30,*,*,*,*,15.30,39.10,*,23.00,1.50,*,145.00,196.00,21.40,12.00,1653.00,201.00,1.70,0.71,,0.00,*,*,*,*,0.00,0.07,0.05,36.83,*,1.00,*,22.00,*,*
OTRAS SEMILLAS,"Calabaza, de Castilla, emia",MISCELLANEOUS SEEDS,"Squash, seed Castilian",Cucurbita pepo L.,0.70,*,*,4.90,5.10,*,*,*,*,*,31.00,*,*,*,*,*,39.00,834.00,11.00,*,*,*,*,*,*,*,*,*,*,*,0.05,0.26,0.17,2.30,0.00,*,*,*,*,*
OTRAS SEMILLAS,"Calabaza de India, emia",MISCELLANEOUS SEEDS,"Squash, seed, India",Cucurbita pepo L.,,*,*,4.20,4.90,*,*,*,*,*,32.30,*,*,*,*,*,37.00,655.00,8.90,*,*,*,*,*,*,*,*,*,*,*,0.06,0.36,0.23,3.28,0.10,*,*,*,*,*
OTRAS SEMILLAS,"Calabaza, entera con cáscara",MISCELLANEOUS SEEDS,Sa oe it,,1.00,2339.00,559.00,2.30,11.70,38.00,8.66,16.24,20.98,0.00,28.70,10.71,1.40,*,6.00,*,46.00,1233.00,8.82,7.00,809.00,592.00,*,7.81,*,*,*,16.00,1.00,*,*,0.27,0.15,4.99,1.90,0.14,0.00,*,58.00,0.00
OTRAS SEMILLAS,"Calabaza, entera, deshidratada y salada",MISCELLANEOUS SEEDS,Sa oe dehydrated and salted,,1.00,1874.00,448.00,2.43,15.34,31.66,8.54,15.73,19.86,0.00,24.14,16.77,1.29,9.65,6.50,*,52.00,1174.00,8.07,480.00,788.00,550.00,*,7.64,*,*,*,8.00,0.00,*,*,0.07,0.15,4.43,1.80,0.10,0.00,*,57.00,0.00
OTRAS SEMILLAS,Caabaa mena emia,MISCELLANEOUS SEEDS,Sa ee ma,Ccrbita mocata c,1.00,1983.00,474.00,7.70,3.10,27.97,*,*,*,*,36.00,28.28,*,4.95,*,*,35.00,725.00,1.07,*,*,*,*,*,*,*,*,*,*,*,0.00,0.13,0.12,2.22,0.00,*,*,*,*,*
OTRAS SEMILLAS,Caabaa emia,MISCELLANEOUS SEEDS,"Squash, seed",Cucurbita pepo L.,0.74,2200.00,526.00,4.30,4.80,44.00,*,*,*,*,36.90,7.45,*,2.55,*,*,31.00,1122.00,9.17,*,*,*,*,*,*,*,*,*,*,*,0.00,0.14,0.15,2.15,0.00,*,*,*,*,*
OTRAS SEMILLAS,Caabaa emia saladas,MISCELLANEOUS SEEDS,"Squash, salted seeds",Cucurbita pepo L.,1.00,2669.00,638.00,2.20,4.80,48.40,8.54,15.73,19.86,0.00,26.80,34.40,1.29,7.30,6.50,*,52.00,1174.00,8.07,256.00,788.00,550.00,*,7.64,*,*,*,8.00,0.00,*,*,0.07,0.15,4.43,1.80,0.10,0.00,*,57.00,0.00
OTRAS SEMILLAS,Caomo Ramn fresco,MISCELLANEOUS SEEDS,reant Ramon re,roimm aicatrm S,,807.00,193.00,47.80,1.80,0.48,0.27,0.13,0.53,0.00,7.50,40.04,*,2.38,*,*,113.00,84.00,2.09,31.00,1183.00,68.00,*,1.13,*,*,*,0.83,12.00,*,0.15,0.11,0.60,8.70,27.40,0.40,0.00,*,*,0.00
OTRAS SEMILLAS,Caomo Ramn eco,MISCELLANEOUS SEEDS,reant Ramon r,roimm aicatrm S,,1407.00,336.00,6.50,4.40,1.59,0.45,0.21,0.90,0.00,13.40,67.94,*,6.17,14.90,*,211.00,142.00,4.57,53.00,2011.00,115.00,*,1.91,*,*,*,216.00,11.00,*,0.17,0.14,2.11,91.00,46.60,0.69,0.00,*,113.00,0.00
OTRAS SEMILLAS,Cain amenra,MISCELLANEOUS SEEDS,Cain amon,Prunus capuli Cav.,,1556.00,372.00,6.00,2.40,8.00,*,*,*,*,29.10,50.28,*,4.24,*,*,238.00,303.00,15.10,*,*,*,*,*,*,*,*,*,*,*,0.00,0.54,1.64,4.61,*,*,*,*,*,*
OTRAS SEMILLAS,Carn meca con tera marina,MISCELLANEOUS SEEDS,"Cactus Giant, cactus mie it eera",Pachycereus pringlei,,1623.00,388.00,5.62,4.56,15.43,*,*,*,*,16.52,49.40,*,8.50,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Carn emia,MISCELLANEOUS SEEDS,"Cactus, seed",Pachycereus pringlei,,1966.00,470.00,7.00,3.00,30.75,*,*,*,*,20.86,34.43,*,13.96,*,*,40.41,*,4.78,*,*,*,*,*,*,*,*,*,*,*,*,0.13,2.39,2.55,*,*,*,*,*,*
OTRAS SEMILLAS,Crtamo cro,MISCELLANEOUS SEEDS,Saoer ra,,,2163.13,517.00,5.62,*,38.45,3.68,4.85,28.22,0.00,16.18,34.29,*,*,*,*,78.00,644.0,0 4.90,3.00,687.00,353.00,*,5.05,*,*,*,50.00,3.00,*,*,1.16,0.42,2.28,0.00,1.17,0.00,*,*,0.00
OTRAS SEMILLAS,Crtamo etracto,MISCELLANEOUS SEEDS,Saoer etract,Cartam tinctori,1.00,1226.00,293.00,8.20,14.10,0.60,0.21,0.27,1.58,0.00,34.70,41.10,*,1.30,*,*,77.00,638.00,4.86,3.00,68.00,350.00,*,5.01,*,*,*,49.00,2.00,*,*,1.15,0.41,2.27,0.00,1.16,0.00,*,159.00,0.00
OTRAS SEMILLAS,Cataa,MISCELLANEOUS SEEDS,Chestnut,Artocarpus incisa L.,0.82,720.00,172.00,56.80,1.50,2.59,0.24,0.43,0.49,0.00,6.49,32.52,*,1.34,*,*,42.00,141.00,3.78,2.00,484.00,30.00,*,0.49,*,*,*,26.00,1.00,*,0.00,0.25,0.10,3.54,13.70,0.36,0.00,0.00,58.00,0.00
OTRAS SEMILLAS,Cataa aaa,MISCELLANEOUS SEEDS,"Chestnut, broiled",Artocarpus incisa L.,0.82,937.00,224.00,43.80,1.90,3.30,0.41,*,*,0.00,7.72,41.61,*,1.67,*,*,40.00,178.00,2.66,*,*,*,*,*,*,*,*,,,*,0.00,0.32,0.10,2.94,14.00,*,*,*,*,*
OTRAS SEMILLAS,Girao emia natra,MISCELLANEOUS SEEDS,Snoer ee ra,,1.00,2584.20,611.00,3.30,3.70,50.20,4.46,18.53,23.14,0.00,24.80,15.00,2.62,3.00,26.00,22.60,78.00,660.00,5.45,12.35,645.00,325.00,1.62,6.09,*,*,*,50.00,3.00,*,*,1.48,0.36,8.34,1.40,1.35,0.00,*,227.00,0.00
OTRAS SEMILLAS,Girao emia totaa con mie,MISCELLANEOUS SEEDS,Snoer ee honey roasted,,1.00,2659.80,628.80,0.70,3.40,50.40,*,*,*,*,17.60,26.20,*,1.70,20.70,17.50,*,*,3.91,188.15,*,*,0.95,4.68,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Girao emia totaa y salada,MISCELLANEOUS SEEDS,Snoer ee ate and toasted,,1.00,2815.90,666.00,0.50,4.20,58.40,5.22,9.51,32.88,0.00,19.90,15.20,2.73,1.80,19.70,18.00,70.00,1155.00,3.74,415.47,850.00,129.00,1.41,5.02,2.11,0.08,*,9.00,0.00,*,*,0.11,0.25,7.04,1.40,0.80,0.00,*,237.00,0.00
OTRAS SEMILLAS,"Guandu, frijol de árbol",MISCELLANEOUS SEEDS,"Pigeon Pea, tree bean",Cajanus indicus Spreng,,1452.00,347.00,1.40,3.90,1.67,0.33,0.01,0.81,0.00,17.60,66.80,*,8.63,15.00,*,155.00,227.00,5.10,17.00,1392.00,183.00,1.06,2.76,1.79,0.01,*,28.00,1.00,*,0.07,0.64,0.73,0.17,2.60,0.28,0.00,*,456.00,0.00
OTRAS SEMILLAS,Jinicuil,MISCELLANEOUS SEEDS,Jinicuil,Inga jinicuil Schl.,,665.00,159.00,57.30,2.20,0.94,*,*,*,*,11.88,27.03,*,0.85,*,*,46.00,105.00,1.96,*,*,*,*,*,*,*,*,*,*,*,0.14,0.08,0.09,0.82,28.40,*,*,*,*,*
OTRAS SEMILLAS,"Jojoba, harina desgrasada",MISCELLANEOUS SEEDS,ooba nonat or,,1.00,1356.00,324.00,4.20,3.90,0.60,*,*,*,*,33.00,50.27,*,8.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Jojoba, harina etoificaa",MISCELLANEOUS SEEDS,ooba etoifie or,,1.00,1339.00,320.00,2.50,4.10,0.51,*,*,*,*,42.40,41.53,*,9.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Jojoba, pasta desgrasada",MISCELLANEOUS SEEDS,"Jojoba, nonfat paste",,1.00,1540.00,368.00,4.00,3.70,10.00,*,*,*,*,24.60,48.80,*,9.50,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Jojoba, pasta etoificaa",MISCELLANEOUS SEEDS,ooba etoifie ate,,1.00,1318.00,315.00,4.00,4.00,0.50,*,*,*,*,27.50,53.00,*,11.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,"Jojoba, testa",MISCELLANEOUS SEEDS,"Jojoba, testa",,,1188.00,284.00,10.00,4.40,0.70,*,*,*,*,6.00,63.30,*,15.60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
OTRAS SEMILLAS,Maran amenra,MISCELLANEOUS SEEDS,Cae Nt amon,Anacarim accientae L,1.00,1255.00,526.00,2.70,3.10,37.00,7.78,23.80,7.85,0.00,17.89,37.92,5.91,1.39,3.30,*,24.00,580.00,1.80,12.00,660.00,292.00,2.20,5.78,1.66,0.02,*,0.00,0.00,*,*,0.00,1.09,0.45,2.11,0.42,0.00,0.00,25.00,0.00
OTRAS SEMILLAS,Ne araiaa,MISCELLANEOUS SEEDS,"Nut, sugar-coated",,1.00,2309.00,552.00,1.20,0.91,36.53,*,*,*,*,4.51,56.35,43.84,0.50,*,*,*,*,*,217.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
